ID,user_ID,workDate,entryType_code,project_ID,activity_code,workLocation_code,travelType_code,startTime,endTime,breakMin,durationHoursGross,durationHoursNet,overtimeHours,undertimeHours,expectedDailyHoursDec,source,note
"465c4004-9493-49ec-8e0f-2f8832a84976","erika.musterfrau@test.de","2025-09-11","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SDEV","KA","FL","08:00:00","17:00:00",0,9.00,9.00,0.00,0.00,9.00,"MOBILE","Donnerstag: SAP-Entwicklung. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"446a81b7-a068-45b9-9a1f-a78b54359419","erika.musterfrau@test.de","2025-09-12","F","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,9.00,9.00,"WEB","Frei (Flexzeitabbau)."
"39447477-9878-4384-9549-0639e7638d97","erika.musterfrau@test.de","2025-09-13","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"d73b37a1-2d79-4592-88f5-f71694f42013","erika.musterfrau@test.de","2025-09-14","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"48b30f7e-52b3-40f4-90a6-160b73c9f2d0","erika.musterfrau@test.de","2025-09-15","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","ANAL","S","PK","09:00:00","18:30:00",30,9.50,9.00,0.00,0.00,9.00,"WEB","Analyse-Meeting. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"4f90117d-2b47-4e63-b8a9-462947a15c32","erika.musterfrau@test.de","2025-09-16","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","TEST","KA","FL","08:00:00","17:30:00",30,9.50,9.00,0.00,0.00,9.00,"WEB","Test-Dienstag. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"40358897-c8c3-4f9e-a89e-b2d951a8f9d0","erika.musterfrau@test.de","2025-09-17","B","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","DSGN","X","FL","10:00:00","18:00:00",0,8.00,8.00,0.00,1.00,9.00,"X","Dienstreise: Design-Konferenz in Berlin. (Soll 9,00h; Gesamt 8,00h Netto; 1,00h Unter)"
"4e5e499d-1282-411a-8c83-05f414a6e3e5","erika.musterfrau@test.de","2025-09-18","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SCON","S","FL","07:30:00","18:30:00",60,11.00,10.00,1.00,0.00,9.00,"WEB","Langer SCON-Tag, um Überstunden aufzubauen. (Soll 9,00h; Gesamt 10,00h Netto; 1,00h Über)"
"4b13a7c6-9f7e-41d3-a4c0-2f3b7d1e8c9a","erika.musterfrau@test.de","2025-09-19","F","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,9.00,9.00,"WEB","Frei (Flexzeitabbau)."
"c44369a4-135e-49b2-9a6d-e4c1979b8822","erika.musterfrau@test.de","2025-09-20","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"81f33230-e349-4115-b530-588362629f10","erika.musterfrau@test.de","2025-09-21","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"43d2c8e1-5e72-4217-b08e-8a9d0c2b1e3f","erika.musterfrau@test.de","2025-09-22","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","FDEV","X","FL","08:00:00","17:30:00",30,9.50,9.00,0.00,0.00,9.00,"MOBILE","Montag: Fokus auf Frontend-Entwicklung. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"42c75a40-2e4d-44a6-95e2-63b7c8d9e0f1","erika.musterfrau@test.de","2025-09-23","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","URCH","S","PK","08:30:00","18:00:00",30,9.50,9.00,0.00,0.00,9.00,"WEB","User-Research-Sitzungen. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"4a387b92-5f6e-41d3-a4c0-2f3b7d1e8c02","erika.musterfrau@test.de","2025-09-24","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SDEV","KA","FL","09:00:00","18:00:00",0,9.00,9.00,0.00,0.00,9.00,"WEB","SAP-Entwicklung. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"4f198c03-607f-42e4-b5d1-3a4c8e2f9d13","erika.musterfrau@test.de","2025-09-25","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","ANAL","KA","PK","08:00:00","15:00:00",30,7.00,6.50,0.00,2.50,9.00,"MOBILE","Kürzerer Tag als Gleitzeit-Ausgleich. (Soll 9,00h; Gesamt 6,50h Netto; 2,50h Unter)"
"4e2a9d14-7180-43f5-a6e2-4b5d9f3a0e24","erika.musterfrau@test.de","2025-09-26","F","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,9.00,9.00,"WEB","Frei (Flexzeitabbau)."
"c70144d9-8356-4b85-88f5-a7b545d1d642","erika.musterfrau@test.de","2025-09-27","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"4ed4604e-29f1-4603-913a-a5f1e310022d","erika.musterfrau@test.de","2025-09-28","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"428e10c5-39d1-44a6-95e2-63b7c8d9e035","erika.musterfrau@test.de","2025-09-29","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","FDEV","KA","FL","09:30:00","19:00:00",30,9.50,9.00,0.00,0.00,9.00,"WEB","Montag: Voller Tag, um die 4-Tage-Woche zu halten. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"437f21d6-4a82-45b7-a6f3-74c8e9f01d46","erika.musterfrau@test.de","2025-09-30","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","TEST","X","PK","08:00:00","18:30:00",60,10.50,9.50,0.50,0.00,9.00,"MOBILE","Langer Test-Tag. (Soll 9,00h; Gesamt 9,50h Netto; 0,50h Über)"
"446032e7-5b93-46c8-b704-85d9f0a1e357","erika.musterfrau@test.de","2025-10-01","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SCON","S","FL","09:00:00","16:00:00",0,7.00,7.00,0.00,2.00,9.00,"WEB","Mittwoch: Kurzer SCON-Tag. (Soll 9,00h; Gesamt 7,00h Netto; 2,00h Unter)"
"455143f8-6c04-47d9-a815-96e0a1b2f468","erika.musterfrau@test.de","2025-10-02","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","ARCH","KA","PK","08:00:00","17:30:00",30,9.50,9.00,0.00,0.00,9.00,"WEB","Donnerstag: Volle Sollzeit für Architektur. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"4f9810b2-4d2c-47a1-8e5f-1c3b7d4a6e90","erika.musterfrau@test.de","2025-10-03","H","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Feiertag (Tag der Deutschen Einheit)"
"c68205f2-94b2-4d1a-9694-a28b030438c7","erika.musterfrau@test.de","2025-10-04","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"94396f47-0e69-42b3-9e90-c11925345759","erika.musterfrau@test.de","2025-10-05","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"4f1b2c3d-e5f6-4a7c-9d8e-7f6a5b4c3d2e","erika.musterfrau@test.de","2025-10-06","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","DSGN","S","PK","16:30:00","17:30:00",0,1.00,1.00,0.00,8.00,9.00,"WEB","Hauptaktivität: Design-Workshop (Kurz-Eintrag). (Soll 9,00h; Gesamt 1,00h Netto; 8,00h Unter)"
"4d0f3a5b-c9e1-4d2e-8f3a-4b5c6d7e8f90","erika.musterfrau@test.de","2025-10-07","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","FDEV","X","FL","08:00:00","16:30:00",30,8.50,8.00,0.00,1.00,9.00,"WEB","Hauptaktivität: Frontend-Komponente entwickelt. (Soll 9,00h; Gesamt 8,00h Netto; 1,00h Unter)"
"4a3c6e8f-b4d2-4a5c-9b6e-7f8d9c0b1a23","erika.musterfrau@test.de","2025-10-08","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","TEST","S","PK","08:00:00","15:30:00",30,7.50,7.00,0.00,2.00,9.00,"WEB","Hauptaktivität: Regressionstests (5,0h). (Soll 9,00h; Gesamt 7,00h Netto; 2,00h Unter)"
"4b2c1d0f-5a3e-41c7-8d9e-1f0a3c2b4d5e","erika.musterfrau@test.de","2025-10-09","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SDEV","KA","FL","08:00:00","17:30:00",30,9.50,9.00,0.00,0.00,9.00,"MOBILE","Donnerstag: SAP-Entwicklung. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"4f3a7e2d-4c1b-4e0f-9a8d-7c6b5a4f3e2f","erika.musterfrau@test.de","2025-10-10","V","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Urlaubstag"
"519a7147-3a1b-4d45-9831-274889c19d44","erika.musterfrau@test.de","2025-10-11","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"23c6c06a-543e-48e0-a433-4f9689e47f7d","erika.musterfrau@test.de","2025-10-12","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"48e71c9b-0d3a-446f-827c-1b4e9f0d6a52","erika.musterfrau@test.de","2025-10-13","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","DSGN","S","PK","09:00:00","17:00:00",0,8.00,8.00,0.00,1.00,9.00,"WEB","Design-Reviews am Montag. (Soll 9,00h; Gesamt 8,00h Netto; 1,00h Unter)"
"403567b1-2a9c-48d4-9f0e-3b1d4c5e6f7a","erika.musterfrau@test.de","2025-10-14","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","TEST","KA","FL","08:30:00","18:30:00",60,10.00,9.00,0.00,0.00,9.00,"WEB","Dienstag: Test-Sitzung. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"414678c2-3b0d-49e5-801f-4c2e5d6f7a8b","erika.musterfrau@test.de","2025-10-15","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","ANAL","X","PK","07:00:00","17:00:00",60,10.00,9.00,0.00,0.00,9.00,"MOBILE","Früher Start für Analyse-Fokus. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"425789d3-4c1e-4ae6-9120-5d3f6e7a8b9c","erika.musterfrau@test.de","2025-10-16","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","FDEV","S","FL","09:30:00","19:30:00",60,10.00,9.00,0.00,0.00,9.00,"WEB","Donnerstag: Frontend-Refactoring. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"66209e9e-e373-4560-b74c-473d09a76d8b","erika.musterfrau@test.de","2025-10-18","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"c41c73a8-a55e-49b9-8c90-449e798e9b6a","erika.musterfrau@test.de","2025-10-19","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"43689abc-5d2f-4bf7-9231-6e407d8b9c0d","erika.musterfrau@test.de","2025-10-20","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","URCH","KA","PK","08:00:00","18:00:00",60,10.00,9.00,0.00,0.00,9.00,"WEB","Montag: Voller Tag User-Research. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"4479abdc-6e30-4cf8-a342-7f518e9c0d1e","erika.musterfrau@test.de","2025-10-21","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SCON","X","FL","09:00:00","17:00:00",0,8.00,8.00,0.00,1.00,9.00,"MOBILE","Dienstag: Kurzer Tag SCON. (Soll 9,00h; Gesamt 8,00h Netto; 1,00h Unter)"
"458abdce-7f41-4df9-b453-80629f0d1e2f","erika.musterfrau@test.de","2025-10-22","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","DSGN","S","PK","08:00:00","18:30:00",30,10.50,10.00,1.00,0.00,9.00,"WEB","Langer Tag Design-Konzept-Ausarbeitung. (Soll 9,00h; Gesamt 10,00h Netto; 1,00h Über)"
"469bdef0-8052-410a-b564-9173a0e1f230","erika.musterfrau@test.de","2025-10-23","F","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,9.00,9.00,"WEB","Frei (Flexzeitabbau)."
"10787d19-48c6-4d7a-8f0a-6e5374e50d81","erika.musterfrau@test.de","2025-10-25","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"e06a3504-2b47-49d7-86f1-a1286c75c829","erika.musterfrau@test.de","2025-10-26","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"47ac01f1-9163-421b-a675-a284b1f2a341","erika.musterfrau@test.de","2025-10-27","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","ARCH","X","PK","09:00:00","18:30:00",30,9.50,9.00,0.00,0.00,9.00,"MOBILE","Montag: Architektur-Doku fertiggestellt. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"48bd1202-a274-432c-a786-b395c2a3d452","erika.musterfrau@test.de","2025-10-28","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","TEST","S","FL","08:30:00","19:00:00",60,10.50,9.50,0.50,0.00,9.00,"WEB","Langer Test-Tag. (Soll 9,00h; Gesamt 9,50h Netto; 0,50h Über)"
"49ce2313-b385-443d-8897-c4a6d3d4e563","erika.musterfrau@test.de","2025-10-29","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","ANAL","KA","PK","08:00:00","16:00:00",0,8.00,8.00,0.00,1.00,9.00,"WEB","Mittwoch: Analyse-Reviews. (Soll 9,00h; Gesamt 8,00h Netto; 1,00h Unter)"
"4ade3424-c496-454e-99a8-d5b7e4e5f674","erika.musterfrau@test.de","2025-10-30","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","FDEV","X","FL","08:30:00","18:00:00",30,9.50,9.00,0.00,0.00,9.00,"MOBILE","Donnerstag: Volle Sollzeit für Frontend. (Soll 9,00h; Gesamt 9,00h Netto; 0,00h)"
"4bef4535-d5a7-465f-aabc-e6c8f5e6a785","erika.musterfrau@test.de","2025-10-31","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","URCH","S","PK","09:00:00","16:30:00",30,7.50,7.00,0.00,2.00,9.00,"WEB","Freitag: Kurzer Tag genutzt. (Soll 9,00h; Gesamt 7,00h Netto; 2,00h Unter)"
"4a7d0e8f-b9d2-4a3c-9b0e-1f2d3c4b5a71","max.mustermann@test.de","2025-09-01","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","BDEV","KA","PF","09:00:00","17:30:00",30,8.50,8.00,0.80,0.00,7.20,"WEB","Montag: Fokus auf Backend-Refactoring. (Soll 7,20h; Gesamt 8,00h Netto; 0,80h Über)"
"4b8e1f0c-c0e3-4d2e-8f3a-4b5c6d7e8f92","max.mustermann@test.de","2025-09-02","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","TEST","KA","BA","08:30:00","15:00:00",30,6.50,6.00,0.00,1.20,7.20,"MOBILE","Dienstag: Testfälle schreiben und ausführen. (Soll 7,20h; Gesamt 6,00h Netto; 1,20h Unter)"
"4c9f2d1e-d1f4-4c7e-9d8f-0a1b2c3d4e63","max.mustermann@test.de","2025-09-03","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SDEV","S","PF","09:30:00","16:30:00",0,7.00,7.00,0.00,0.20,7.20,"WEB","Mittwoch: SAP-Integration (kurzer Tag). (Soll 7,20h; Gesamt 7,00h Netto; 0,20h Unter)"
"4d0a3e2f-e2a5-4b0c-8d1e-2f3a4b5c6d74","max.mustermann@test.de","2025-09-04","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","CINT","KA","BA","07:30:00","17:30:00",60,10.00,9.00,1.80,0.00,7.20,"WEB","Donnerstag: Längere Session für CI/CD-Pipeline-Optimierung. (Soll 7,20h; Gesamt 9,00h Netto; 1,80h Über)"
"4e1b4f3a-f3b6-4d2e-8f3a-4b5c6d7e8f85","max.mustermann@test.de","2025-09-05","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","DEPL","X","PF","08:00:00","15:30:00",30,7.50,7.00,0.00,0.20,7.20,"MOBILE","Freitag: Kurzer Tag vor dem Wochenende, Deployment-Überwachung. (Soll 7,20h; Gesamt 7,00h Netto; 0,20h Unter)"
"d7d17482-1c23-4554-8c83-0941910a3013","max.mustermann@test.de","2025-09-06","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"c5f013f9-7128-4c6e-8d8a-3600f6848c97","max.mustermann@test.de","2025-09-07","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"4f2c5d4b-04c7-4c7e-9d8f-0a1b2c3d4e96","max.mustermann@test.de","2025-09-08","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","URCH","KA","BA","09:00:00","16:42:00",0,7.70,7.70,0.50,0.00,7.20,"WEB","User-Research-Sitzung. (Soll 7,20h; Gesamt 7,70h Netto; 0,50h Über)"
"403d6e5c-15d8-4b0c-8d1e-2f3a4b5c6d07","max.mustermann@test.de","2025-09-09","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","FDEV","S","PF","08:00:00","16:00:00",30,8.00,7.50,0.30,0.00,7.20,"WEB","Frontend-Entwicklung. (Soll 7,20h; Gesamt 7,50h Netto; 0,30h Über)"
"414e7f6d-26e9-4d2e-8f3a-4b5c6d7e8f18","max.mustermann@test.de","2025-09-10","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","REFI","KA","BA","08:30:00","14:30:00",30,6.00,5.50,0.00,1.70,7.20,"MOBILE","Backlog Refinement (kurze Mittagspause). (Soll 7,20h; Gesamt 5,50h Netto; 1,70h Unter)"
"425f8a7e-37f0-4c7e-9d8f-0a1b2c3d4e29","max.mustermann@test.de","2025-09-11","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","BDEV","X","PF","10:00:00","17:12:00",0,7.20,7.20,0.00,0.00,7.20,"WEB","Später Start, exakt Sollarbeitszeit geleistet. (Soll 7,20h; Gesamt 7,20h Netto; 0,00h)"
"436a9b8f-48a1-4b0c-8d1e-2f3a4b5c6d30","max.mustermann@test.de","2025-09-12","B","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","INFR","X","BA","08:00:00","18:00:00",60,10.00,9.00,1.80,0.00,7.20,"X","Dienstreise: Messebesuch/Infra-Wartung in Hamburg. (Soll 7,20h; Gesamt 9,00h Netto; 1,80h Über)"
"08931201-1b12-4299-8809-7a5416040854","max.mustermann@test.de","2025-09-13","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"c9b8377d-66e8-46d5-a86d-3e284a1e9c2c","max.mustermann@test.de","2025-09-14","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"447b0c9a-59b2-4d2e-8f3a-4b5c6d7e8f41","max.mustermann@test.de","2025-09-15","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","TEST","KA","PF","09:30:00","17:00:00",30,7.50,7.00,0.00,0.20,7.20,"WEB","Regressionstest-Sitzung. (Soll 7,20h; Gesamt 7,00h Netto; 0,20h Unter)"
"458c1d0b-6a83-4c7e-9d8f-0a1b2c3d4e52","max.mustermann@test.de","2025-09-16","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","DOKU","KA","BA","08:00:00","15:24:00",0,7.40,7.40,0.20,0.00,7.20,"MOBILE","Doku-Erstellung. (Soll 7,20h; Gesamt 7,40h Netto; 0,20h Über)"
"469d2e1c-7b94-4b0c-8d1e-2f3a4b5c6d63","max.mustermann@test.de","2025-09-17","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","BDEV","S","PF","10:30:00","18:00:00",30,7.50,7.00,0.00,0.20,7.20,"WEB","Später Start wegen privatem Termin. (Soll 7,20h; Gesamt 7,00h Netto; 0,20h Unter)"
"47ae3f2d-8c05-4d2e-8f3a-4b5c6d7e8f74","max.mustermann@test.de","2025-09-18","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","URCH","KA","BA","07:00:00","15:30:00",30,8.50,8.00,0.80,0.00,7.20,"WEB","Früher Start für User-Interviews mit US-Kunden. (Soll 7,20h; Gesamt 8,00h Netto; 0,80h Über)"
"48bf4a3e-9d16-4c7e-9d8f-0a1b2c3d4e85","max.mustermann@test.de","2025-09-19","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","FDEV","X","PF","08:30:00","16:00:00",30,7.50,7.00,0.00,0.20,7.20,"MOBILE","Freitag: Feature-Abschluss. (Soll 7,20h; Gesamt 7,00h Netto; 0,20h Unter)"
"f2e153e4-3983-4a6c-9226-9d33261645e7","max.mustermann@test.de","2025-09-20","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"c35a1a1f-4903-4f93-b6c8-5806440f10c6","max.mustermann@test.de","2025-09-21","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"49c05b4f-a027-4b0c-8d1e-2f3a4b5c6d96","max.mustermann@test.de","2025-09-22","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","REFI","S","BA","09:00:00","18:00:00",60,9.00,8.00,0.80,0.00,7.20,"WEB","Längerer Refinement-Workshop. (Soll 7,20h; Gesamt 8,00h Netto; 0,80h Über)"
"4a0d6c5a-b138-4d2e-8f3a-4b5c6d7e8f07","max.mustermann@test.de","2025-09-23","B","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","DEPL","X","PF","08:00:00","16:30:00",30,8.50,8.00,0.80,0.00,7.20,"X","Dienstreise: Hosting-Partner-Meeting (Deployment). (Soll 7,20h; Gesamt 8,00h Netto; 0,80h Über)"
"4b1e7d6b-c249-4c7e-9d8f-0a1b2c3d4e18","max.mustermann@test.de","2025-09-24","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","BDEV","KA","BA","08:00:00","15:30:00",30,7.50,7.00,0.00,0.20,7.20,"MOBILE","Bugfixes für Backend. (Soll 7,20h; Gesamt 7,00h Netto; 0,20h Unter)"
"4c2f8e7c-d350-4b0c-8d1e-2f3a4b5c6d29","max.mustermann@test.de","2025-09-25","W","f9e8d7c6-b5a4-4b4b-99c9-0987654321ba","SDEV","X","PF","08:00:00","15:12:00",0,7.20,7.20,0.00,0.00,7.20,"WEB","Sollzeit exakt gearbeitet. (Soll 7,20h; Gesamt 7,20h Netto; 0,00h)"
"4d3a9f8d-e461-4d2e-8f3a-4b5c6d7e8f30","max.mustermann@test.de","2025-09-26","W","a1b2c3d4-e5f6-4a4a-b7b7-1234567890ab","ANAL","S","BA","09:30:00","16:30:00",0,7.00,7.00,0.00,0.20,7.20,"WEB","Analyse-Sitzung. (Soll 7,20h; Gesamt 7,00h Netto; 0,20h Unter)"
"6e3137d5-91e8-4221-8f5c-8974a6252998","max.mustermann@test.de","2025-09-27","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
"f7a77b73-0402-45e0-b6a6-12c8230537e2","max.mustermann@test.de","2025-09-28","O","","","","","00:00:00","00:00:00",0,0.00,0.00,0.00,0.00,0.00,"WEB","Frei (Wochenende)"
